                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "13.1.0"                  "aarch64-macos-23.10.1"                                 "CRMATH"                               "20231217"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      45                                      681                  1.8281309940044158E-001                 -1.5160251739045081E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6365181740879091E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6365181740879091E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6533191839335846E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6533191839335846E+000                 -5.6533191839528651E+000                 -1.6005973021176729E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864669690295151E+000                  8.2476350700955026E-001                  5.6210097631024136E-001                  3.5569037233689444E+000                  0.0000000000000000E+000                  1.4202032124265740E+001                 -4.9393314047515491E-001                  6.5802635521390460E+000                  6.3673137639179089E-001                  8.3500532100629521E-001                  1.3389885073860692E+000                  6.7000000000000015E-001                  2.9996807396223096E-001                  5.1703250411792336E-003                  1.4070791467724270E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999997E+000                  5.2494412943390434E-001                                        0                                        2 
                                      50                                      681                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6364479327594040E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6364479327594040E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6533185030309037E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.6533185030309037E+000                 -5.6533185030501851E+000                 -1.6005970870158130E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864669717215728E+000                  8.2476337836666935E-001                  5.6210090660468681E-001                  3.5569038627800538E+000                  0.0000000000000000E+000                  1.4202032401318110E+001                 -4.9393292666655431E-001                  6.5802636154431990E+000                  6.3673137634575872E-001                  8.3500532100629488E-001                  1.3389885073860697E+000                  6.6999999999999993E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724265E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999997E+000                  5.2494412943390434E-001                                        0                                        2 
                                      55                                      681                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363139337172765E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363139337172765E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6533168087080092E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -5.6533168087080092E+000                 -5.6533168087272907E+000                 -1.6005965517171685E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864669785379744E+000                  8.2476305897161617E-001                  5.6210073327435572E-001                  3.5569042094407157E+000                  0.0000000000000000E+000                  1.4202033090782010E+001                 -4.9393239460087002E-001                  6.5802637729914402E+000                  6.3673137623118903E-001                  8.3500532100629488E-001                  1.3389885073860701E+000                  6.6999999999999948E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724265E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999997E+000                  5.2494412943390434E-001                                        0                                        2 
                                      60                                      681                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363035837243228E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363035837243228E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6533125926978736E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6533125926978736E+000                 -5.6533125927171550E+000                 -1.6005952197041879E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864669955238436E+000                  8.2476226437806854E-001                  5.6210030200584349E-001                  3.5569050719777406E+000                  0.0000000000000000E+000                  1.4202034806415858E+001                 -4.9393107063524794E-001                  6.5802641650328644E+000                  6.3673137594609164E-001                  8.3500532100629443E-001                  1.3389885073860708E+000                  6.6999999999999882E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724265E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999997E+000                  5.2494412943390434E-001                                        0                                        2 
                                      65                                      681                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363043383035198E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363043383035198E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6533021019656760E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -5.6533021019656760E+000                 -5.6533021019849592E+000                 -1.6005919052498069E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864670377907927E+000                  8.2476028718856642E-001                  5.6209922887719554E-001                  3.5569072182350365E+000                  0.0000000000000000E+000                  1.4202039075443954E+001                 -4.9392777619769818E-001                  6.5802651405520747E+000                  6.3673137523668244E-001                  8.3500532100629388E-001                  1.3389885073860730E+000                  6.6999999999999693E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724265E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999992E+000                  5.2494412943390434E-001                                        0                                        2 
                                      70                                      681                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363051894850167E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363051894850167E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6532759980415150E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6532759980415150E+000                 -5.6532759980608001E+000                 -1.6005836579709491E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864671429624214E+000                  8.2475536736986377E-001                  5.6209655862458663E-001                  3.5569125587402541E+000                  0.0000000000000000E+000                  1.4202049698029565E+001                 -4.9391957866771613E-001                  6.5802675679186953E+000                  6.3673137347147846E-001                  8.3500532100629221E-001                  1.3389885073860788E+000                  6.6999999999999205E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724265E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999988E+000                  5.2494412943390434E-001                                        0                                        2 
                                      75                                      681                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363091634392088E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363091634392088E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6532110455034905E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6532110455034905E+000                 -5.6532110455227826E+000                 -1.6005631370185903E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864674046499424E+000                  8.2474312567724528E-001                  5.6208991440323497E-001                  3.5569258471829572E+000                  0.0000000000000000E+000                  1.4202076129643892E+001                 -4.9389918112778342E-001                  6.5802736077446262E+000                  6.3673136907929517E-001                  8.3500532100628877E-001                  1.3389885073860930E+000                  6.6999999999998028E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724261E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999977E+000                  5.2494412943390434E-001                                        0                                        2 
                                      80                                      681                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363297017516796E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6363297017516796E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6530494375711315E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6530494375711315E+000                 -5.6530494375904379E+000                 -1.6005120800135046E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864680557305745E+000                  8.2471266685497358E-001                  5.6207338283083508E-001                  3.5569589103277570E+000                  0.0000000000000000E+000                  1.4202141895124797E+001                 -4.9384842886219094E-001                  6.5802886352781931E+000                  6.3673135815144022E-001                  8.3500532100627833E-001                  1.3389885073861285E+000                  6.6999999999995030E-001                  2.9996807396223085E-001                  5.1703250411792310E-003                  1.4070791467724256E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999937E+000                  5.2494412943390434E-001                                        0                                        2 
                                      85                                      681                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6364445117843466E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6364445117843466E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6526473967538644E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6526473967538653E+000                 -5.6526473967732098E+000                 -1.6003850690754778E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864696752975092E+000                  8.2463689048546374E-001                  5.6203225551221092E-001                  3.5570411649650056E+000                  0.0000000000000000E+000                  1.4202305510727802E+001                 -4.9372216168848976E-001                  6.5803260193768400E+000                  6.3673133096751711E-001                  8.3500532100625369E-001                  1.3389885073862173E+000                  6.6999999999987636E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724261E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999834E+000                  5.2494412943390434E-001                                        0                                        2 
                                      90                                      681                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6370955745620610E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6370955745620610E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6516475557461980E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6516475557461989E+000                 -5.6516475557656403E+000                 -1.6000692428544419E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864737022071941E+000                  8.2444842766784998E-001                  5.6192997028403358E-001                  3.5572457354213602E+000                  0.0000000000000000E+000                  1.4202712453105669E+001                 -4.9340809679541536E-001                  6.5804189858725355E+000                  6.3673126337530350E-001                  8.3500532100619218E-001                  1.3389885073864380E+000                  6.6999999999969173E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724261E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999999579E+000                  5.2494412943390434E-001                                        0                                        2 
                                      95                                      681                  1.6641342760114112E+003                  2.4430371284767323E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6406398480410433E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6406398480410433E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6491631171769381E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -5.6491631171769381E+000                 -5.6491631171966219E+000                 -1.5992847064095359E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6864837027057984E+000                  8.2398004329307084E-001                  5.6167577709943561E-001                  3.5577541217905559E+000                  0.0000000000000000E+000                  1.4203723905982869E+001                 -4.9262739710250369E-001                  6.5806499621260741E+000                  6.3673109549521878E-001                  8.3500532100603841E-001                  1.3389885073869894E+000                  6.6999999999923054E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724261E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999998951E+000                  5.2494412943390434E-001                                        0                                        2 
                                     100                                      681                  4.1408986761007136E+003                  2.8389433587148560E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6583775863907882E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.6583775863907882E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6430024390036646E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6430024390036655E+000                 -5.6430024390239595E+000                 -1.5973407318358355E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6865084636712666E+000                  8.2281805618817350E-001                  5.6104526161605084E-001                  3.5590151527573255E+000                  0.0000000000000000E+000                  1.4206233604105210E+001                 -4.9068968004954300E-001                  6.5812225081440197E+000                  6.3673067969004704E-001                  8.3500532100565217E-001                  1.3389885073883745E+000                  6.6999999999807147E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724261E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999997359E+000                  5.2494412943390434E-001                                        0                                        2 
                                     105                                      681                  1.0303881068130926E+004                  3.2348495889529802E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.7395754615105775E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  3.7395754615105775E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6278028587330109E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6278028587330109E+000                 -5.6278028587548912E+000                 -1.5925530776900345E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6865693399214248E+000                  8.1994807200629072E-001                  5.5948851702479252E-001                  3.5621286419398426E+000                  0.0000000000000000E+000                  1.4212434636418118E+001                 -4.8589826579677459E-001                  6.5826335938903222E+000                  6.3672965706978990E-001                  8.3500532100466662E-001                  1.3389885073919090E+000                  6.6999999999511450E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724261E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999993300E+000                  5.2494412943390434E-001                                        0                                        2 
                                     110                                      680                  2.5639353413867542E+004                  3.6307558191911045E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212505E-001                  4.0913904806767126E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212505E-001                  4.0913904806767126E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5907591316998433E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.5907591316998433E+000                 -5.5907591317260987E+000                 -1.5809324315009141E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6867147606825417E+000                  8.1292846054614865E-001                  5.5568786977248819E-001                  3.5697299364444510E+000                  0.0000000000000000E+000                  1.4227598252473172E+001                 -4.7415904378818019E-001                  6.5860620211856462E+000                  6.3672718654228755E-001                  8.3500532100206026E-001                  1.3389885074012551E+000                  6.6999999998729531E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724261E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999982508E+000                  5.2494412943390434E-001                                        0                                        2 
                                     115                                      680                  6.3798915961210878E+004                  4.0266620494292287E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999842025000E-001                  4.9658685616760886E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999842025000E-001                  4.9658685616760886E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5030661292601852E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.5030661292601852E+000                 -5.5030661293003664E+000                 -1.5536830244281720E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6870544879906233E+000                  7.9621882084031104E-001                  5.4665359530340552E-001                  3.5877984853826166E+000                  0.0000000000000000E+000                  1.4263790149724423E+001                 -4.4600669680129973E-001                  6.5941138093471947E+000                  6.3672147461245410E-001                  8.3500532099455715E-001                  1.3389885074281596E+000                  6.6999999996478599E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724261E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999951080E+000                  5.2494412943390434E-001                                        0                                        3 
                                     120                                      680                  1.5875211863901626E+005                  4.4225682796673524E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999857650002E-001                  7.4635663677908567E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999857650002E-001                  7.4635663677908567E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.3084569927044187E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.3084569927044196E+000                 -5.3084569928048948E+000                 -1.4944180829937817E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6877508410931421E+000                  7.5854630624443908E-001                  5.2642463180043253E-001                  3.6282564123885623E+000                  0.0000000000000000E+000                  1.4345717656160122E+001                 -3.8157235180598537E-001                  6.6116481570737076E+000                  6.3670955306331378E-001                  8.3500532096856606E-001                  1.3389885075213572E+000                  6.6999999988681314E-001                  2.9996807396223091E-001                  5.1703250411792318E-003                  1.4070791467724256E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999838661E+000                  5.2494412943390434E-001                                        0                                        4 
                                     125                                      689                  3.9502607192625280E+005                  4.8184745099054762E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999888899993E-001                  1.3741368769125481E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999888899993E-001                  1.3741368769125481E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9268812283560148E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9268812283560148E+000                 -4.9268812289094575E+000                 -1.3821593020605274E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6891398154552975E+000                  6.8360539127229891E-001                  4.8617622559005053E-001                  3.7087532248093265E+000                  0.0000000000000000E+000                  1.4513957971327116E+001                 -2.4669418072638147E-001                  6.6451396582354256E+000                  6.3668900461529199E-001                  8.3500532084120993E-001                  1.3389885079780273E+000                  6.6999999950474554E-001                  2.9996807396223085E-001                  5.1703250411792266E-003                  1.4070791467724254E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999999247410E+000                  5.2494412943390434E-001                                        0                                        4 
                                     130                                      698                  9.6576992639398773E+005                  5.1662638943673027E+000                  1.7500000000000000E+000                  3.3541543959046962E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999929524996E-001                  2.7459756557802323E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999929524996E-001                  2.7459756557802323E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.3155867166261883E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.3155867166261883E+000                 -4.3155867239600552E+000                 -1.2088038024383518E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6916322353096871E+000                  5.6486287846938421E-001                  4.2182012947981440E-001                  3.8374654170297986E+000                  0.0000000000000000E+000                  1.4808677621358287E+001                 -4.8673223369380819E-003                  6.6983296663837493E+000                  6.3666174129635134E-001                  8.3500531985262494E-001                  1.3389885115228770E+000                  6.6999999653899012E-001                  2.9996807396223096E-001                  5.1703250411788892E-003                  1.4070791467724249E-002                  5.1703250411792318E-003                  1.4070791467724263E-002                  1.1724999994148813E+000                  5.2494412943390434E-001                                        0                                        4 
